City,Constituency,Votes,Option
Vilassar de Dalt,Barcelona,1913,JUNTSxCAT
Vilassar de Dalt,Barcelona,1591,ERC-CatSí
Vilassar de Dalt,Barcelona,1042,C's
Vilassar de Dalt,Barcelona,533,PSC
Vilassar de Dalt,Barcelona,312,CatComú-Podem
Vilassar de Dalt,Barcelona,304,CUP
Vilassar de Dalt,Barcelona,188,PP
Vilassar de Dalt,Barcelona,39,PACMA
Vilassar de Dalt,Barcelona,6,RECORTES CERO-GRUPO VERDE
Vilanova i la Geltrú,Barcelona,8999,Abstención
Vilanova del Vallès,Barcelona,570,Abstención
Vilanova del Camí,Barcelona,1660,Abstención
Vilanova i la Geltrú,Barcelona,146,Votos nulos
Vilanova i la Geltrú,Barcelona,140,Votos en blanco
Vilanova i la Geltrú,Barcelona,9931,C's
Vilanova i la Geltrú,Barcelona,9140,ERC-CatSí
Vilanova i la Geltrú,Barcelona,7515,JUNTSxCAT
Vilanova i la Geltrú,Barcelona,5594,PSC
Vilanova i la Geltrú,Barcelona,3208,CatComú-Podem
Vilanova i la Geltrú,Barcelona,2267,CUP
Vilanova i la Geltrú,Barcelona,1233,PP
Vilanova i la Geltrú,Barcelona,367,PACMA
Vilanova i la Geltrú,Barcelona,98,RECORTES CERO-GRUPO VERDE
Vilanova del Vallès,Barcelona,13,Votos nulos
Vilanova del Vallès,Barcelona,22,Votos en blanco
Vilanova del Vallès,Barcelona,836,JUNTSxCAT
Vilanova del Vallès,Barcelona,800,C's
Vilanova del Vallès,Barcelona,750,ERC-CatSí
Vilanova del Vallès,Barcelona,352,PSC
Vilanova del Vallès,Barcelona,220,CatComú-Podem
Vilanova del Vallès,Barcelona,134,CUP
Vilanova del Vallès,Barcelona,102,PP
Vilanova del Vallès,Barcelona,32,PACMA
Vilanova del Vallès,Barcelona,13,RECORTES CERO-GRUPO VERDE
Vilanova del Camí,Barcelona,26,Votos nulos
Vilanova del Camí,Barcelona,44,Votos en blanco
Vilanova del Camí,Barcelona,2938,C's
Vilanova del Camí,Barcelona,1377,PSC
Vilanova del Camí,Barcelona,1198,ERC-CatSí
Vilanova del Camí,Barcelona,803,JUNTSxCAT
Vilanova del Camí,Barcelona,631,CatComú-Podem
Vilanova del Camí,Barcelona,286,PP
Vilanova del Camí,Barcelona,185,CUP
Vilanova del Camí,Barcelona,82,PACMA
Vilanova del Camí,Barcelona,26,RECORTES CERO-GRUPO VERDE
Vilanova de Sau,Barcelona,27,Abstención
Vilalba Sasserra,Barcelona,113,Abstención
Vilafranca del Penedès,Barcelona,4784,Abstención
Viladecavalls,Barcelona,713,Abstención
Vilada,Barcelona,47,Abstención
Viladecans,Barcelona,8183,Abstención
Vilanova de Sau,Barcelona,1,Votos en blanco
Vilanova de Sau,Barcelona,108,JUNTSxCAT
Vilanova de Sau,Barcelona,62,ERC-CatSí
Vilanova de Sau,Barcelona,27,CUP
Vilanova de Sau,Barcelona,17,C's
Vilanova de Sau,Barcelona,11,CatComú-Podem
Vilanova de Sau,Barcelona,9,PSC
Vilanova de Sau,Barcelona,3,PP
Vilalba Sasserra,Barcelona,2,Votos en blanco
Vilalba Sasserra,Barcelona,132,ERC-CatSí
Vilalba Sasserra,Barcelona,107,JUNTSxCAT
Vilalba Sasserra,Barcelona,79,C's
Vilalba Sasserra,Barcelona,23,PSC
Vilalba Sasserra,Barcelona,19,CatComú-Podem
Vilalba Sasserra,Barcelona,18,CUP
Vilalba Sasserra,Barcelona,18,PP
Vilalba Sasserra,Barcelona,5,PACMA
Vilalba Sasserra,Barcelona,2,RECORTES CERO-GRUPO VERDE
Vilafranca del Penedès,Barcelona,89,Votos nulos
Vilafranca del Penedès,Barcelona,96,Votos en blanco
Vilafranca del Penedès,Barcelona,6698,JUNTSxCAT
Vilafranca del Penedès,Barcelona,5533,ERC-CatSí
Vilafranca del Penedès,Barcelona,4253,C's
Vilafranca del Penedès,Barcelona,2445,PSC
Vilafranca del Penedès,Barcelona,1541,CUP
Vilafranca del Penedès,Barcelona,1262,CatComú-Podem
Vilafranca del Penedès,Barcelona,743,PP
Vilafranca del Penedès,Barcelona,170,PACMA
Vilafranca del Penedès,Barcelona,42,RECORTES CERO-GRUPO VERDE
Viladecavalls,Barcelona,20,Votos nulos
Viladecavalls,Barcelona,30,Votos en blanco
Viladecavalls,Barcelona,1488,C's
Viladecavalls,Barcelona,1173,ERC-CatSí
Viladecavalls,Barcelona,984,JUNTSxCAT
Viladecavalls,Barcelona,543,PSC
Viladecavalls,Barcelona,431,CatComú-Podem
Viladecavalls,Barcelona,218,CUP
Viladecavalls,Barcelona,130,PP
Viladecavalls,Barcelona,53,PACMA
Viladecavalls,Barcelona,18,RECORTES CERO-GRUPO VERDE
Vilada,Barcelona,1,Votos nulos
Vilada,Barcelona,167,JUNTSxCAT
Vilada,Barcelona,99,ERC-CatSí
Vilada,Barcelona,25,PSC
Vilada,Barcelona,19,CUP
Vilada,Barcelona,15,C's
Vilada,Barcelona,10,CatComú-Podem
Vilada,Barcelona,6,PP
Viladecans,Barcelona,142,Votos nulos
Viladecans,Barcelona,174,Votos en blanco
Viladecans,Barcelona,15142,C's
Viladecans,Barcelona,9265,PSC
Viladecans,Barcelona,5836,ERC-CatSí
Viladecans,Barcelona,4044,CatComú-Podem
Viladecans,Barcelona,2818,JUNTSxCAT
Viladecans,Barcelona,1760,PP
Viladecans,Barcelona,768,CUP
Viladecans,Barcelona,579,PACMA
Viladecans,Barcelona,166,RECORTES CERO-GRUPO VERDE
Vic,Barcelona,4647,Abstención
Veciana,Barcelona,22,Abstención
Vallromanes,Barcelona,217,Abstención
Torrelameu,Lleida,65,Abstención
Torregrossa,Lleida,255,Abstención
Torrefeta i Florejacs,Lleida,67,Abstención
Vic,Barcelona,66,Votos nulos
Vic,Barcelona,86,Votos en blanco
Vic,Barcelona,9743,JUNTSxCAT
Vic,Barcelona,5216,ERC-CatSí
Vic,Barcelona,2899,C's
Vic,Barcelona,1426,PSC
Vic,Barcelona,1285,CUP
Vic,Barcelona,726,CatComú-Podem
Vic,Barcelona,470,PP
Vic,Barcelona,90,PACMA
Vic,Barcelona,9,RECORTES CERO-GRUPO VERDE
Veciana,Barcelona,62,JUNTSxCAT
Veciana,Barcelona,19,ERC-CatSí
Veciana,Barcelona,13,C's
Veciana,Barcelona,5,CUP
Veciana,Barcelona,4,PSC
Veciana,Barcelona,4,CatComú-Podem
Veciana,Barcelona,2,PP
Veciana,Barcelona,1,RECORTES CERO-GRUPO VERDE
Torrefarrera,Lleida,484,Abstención
Torre-serona,Lleida,40,Abstención
Vallromanes,Barcelona,2,Votos nulos
Vallromanes,Barcelona,10,Votos en blanco
Vallromanes,Barcelona,528,JUNTSxCAT
Vallromanes,Barcelona,401,ERC-CatSí
Vallromanes,Barcelona,313,C's
Vallromanes,Barcelona,153,PSC
Vallromanes,Barcelona,75,CatComú-Podem
Vallromanes,Barcelona,55,CUP
Vallromanes,Barcelona,38,PP
Vallromanes,Barcelona,6,PACMA
Torrelameu,Lleida,1,Votos en blanco
Torrelameu,Lleida,176,ERC-CatSí
Torrelameu,Lleida,149,JUNTSxCAT
Torrelameu,Lleida,40,C's
Torrelameu,Lleida,19,PSC
Torrelameu,Lleida,16,PP
Torrelameu,Lleida,15,CUP
Torrelameu,Lleida,10,CatComú-Podem
Torrelameu,Lleida,2,PACMA
Torrelameu,Lleida,1,PU M+J
Torrebesses,Lleida,32,Abstención
Torregrossa,Lleida,11,Votos nulos
Torregrossa,Lleida,7,Votos en blanco
Torregrossa,Lleida,447,JUNTSxCAT
Torregrossa,Lleida,408,ERC-CatSí
Torregrossa,Lleida,163,C's
Torregrossa,Lleida,121,PSC
Torregrossa,Lleida,75,PP
Torregrossa,Lleida,34,CatComú-Podem
Torregrossa,Lleida,33,CUP
Torregrossa,Lleida,5,PACMA
Torregrossa,Lleida,1,PU M+J
Torrefeta i Florejacs,Lleida,3,Votos nulos
Torrefeta i Florejacs,Lleida,1,Votos en blanco
Torrefeta i Florejacs,Lleida,170,JUNTSxCAT
Torrefeta i Florejacs,Lleida,129,ERC-CatSí
Torrefeta i Florejacs,Lleida,44,C's
Torrefeta i Florejacs,Lleida,40,CUP
Torrefeta i Florejacs,Lleida,15,PP
Torrefeta i Florejacs,Lleida,15,CatComú-Podem
Torrefeta i Florejacs,Lleida,11,PSC
Torrefeta i Florejacs,Lleida,1,RECORTES CERO-GRUPO VERDE
"Torre de Cabdella, la",Lleida,102,Abstención
Torrefarrera,Lleida,5,Votos nulos
Torrefarrera,Lleida,14,Votos en blanco
Torrefarrera,Lleida,927,JUNTSxCAT
Torrefarrera,Lleida,693,ERC-CatSí
Torrefarrera,Lleida,475,C's
Torrefarrera,Lleida,205,PSC
Torrefarrera,Lleida,106,CatComú-Podem
Torrefarrera,Lleida,80,CUP
Torrefarrera,Lleida,77,PP
Torrefarrera,Lleida,21,PACMA
Torrefarrera,Lleida,3,RECORTES CERO-GRUPO VERDE
Torrefarrera,Lleida,3,PU M+J
Torre-serona,Lleida,79,JUNTSxCAT
Torre-serona,Lleida,71,ERC-CatSí
Torre-serona,Lleida,33,C's
Torre-serona,Lleida,20,PSC
Torre-serona,Lleida,12,CatComú-Podem
Torre-serona,Lleida,10,PP
Torre-serona,Lleida,7,CUP
Torre-serona,Lleida,1,PACMA
Torrebesses,Lleida,1,Votos nulos
Torrebesses,Lleida,4,Votos en blanco
Torrebesses,Lleida,90,JUNTSxCAT
Torrebesses,Lleida,63,ERC-CatSí
Torrebesses,Lleida,18,C's
Torrebesses,Lleida,17,CUP
Torrebesses,Lleida,14,CatComú-Podem
Torrebesses,Lleida,5,PSC
Torrebesses,Lleida,2,PP
"Torre de Cabdella, la",Lleida,6,Votos nulos
"Torre de Cabdella, la",Lleida,2,Votos en blanco
"Torre de Cabdella, la",Lleida,246,JUNTSxCAT
"Torre de Cabdella, la",Lleida,158,ERC-CatSí
"Torre de Cabdella, la",Lleida,43,CUP
"Torre de Cabdella, la",Lleida,36,PSC
"Torre de Cabdella, la",Lleida,33,C's
"Torre de Cabdella, la",Lleida,14,CatComú-Podem
"Torre de Cabdella, la",Lleida,6,PP
"Torre de Cabdella, la",Lleida,1,PACMA
"Torre de Cabdella, la",Lleida,1,PU M+J
Térmens,Lleida,143,Abstención
Tornabous,Lleida,77,Abstención
"Torms, els",Lleida,13,Abstención
Torà,Lleida,131,Abstención
Tiurana,Lleida,17,Abstención
Térmens,Lleida,5,Votos nulos
Térmens,Lleida,1,Votos en blanco
Térmens,Lleida,382,JUNTSxCAT
Térmens,Lleida,273,ERC-CatSí
Térmens,Lleida,57,C's
Térmens,Lleida,56,PP
Térmens,Lleida,41,PSC
Térmens,Lleida,33,CUP
Térmens,Lleida,16,CatComú-Podem
Térmens,Lleida,3,PACMA
Térmens,Lleida,1,PU M+J
Tornabous,Lleida,4,Votos nulos
Tornabous,Lleida,205,JUNTSxCAT
Tornabous,Lleida,162,ERC-CatSí
Tornabous,Lleida,40,C's
Tornabous,Lleida,21,CUP
Tornabous,Lleida,20,PSC
Tornabous,Lleida,16,PP
Tornabous,Lleida,3,CatComú-Podem
Tornabous,Lleida,1,PACMA
Tírvia,Lleida,21,Abstención
Tarroja de Segarra,Lleida,15,Abstención
"Torms, els",Lleida,1,Votos nulos
"Torms, els",Lleida,52,JUNTSxCAT
"Torms, els",Lleida,38,ERC-CatSí
"Torms, els",Lleida,8,CUP
"Torms, els",Lleida,3,PSC
"Torms, els",Lleida,3,C's
"Torms, els",Lleida,2,PACMA
"Torms, els",Lleida,2,CatComú-Podem
"Torms, els",Lleida,1,PP
Torà,Lleida,7,Votos nulos
Torà,Lleida,3,Votos en blanco
Torà,Lleida,368,JUNTSxCAT
Torà,Lleida,226,ERC-CatSí
Torà,Lleida,65,CUP
Torà,Lleida,51,C's
Torà,Lleida,35,PSC
Torà,Lleida,19,PP
Torà,Lleida,16,CatComú-Podem
Torà,Lleida,1,PU M+J
Tarrés,Lleida,6,Abstención
Tiurana,Lleida,31,JUNTSxCAT
Tiurana,Lleida,9,ERC-CatSí
Tiurana,Lleida,8,C's
Tiurana,Lleida,3,PP
Tiurana,Lleida,2,CUP
Tiurana,Lleida,1,PACMA
Tírvia,Lleida,2,Votos en blanco
Tírvia,Lleida,40,JUNTSxCAT
Tírvia,Lleida,36,ERC-CatSí
Tírvia,Lleida,12,CUP
Tírvia,Lleida,5,PSC
Tírvia,Lleida,4,PP
Tírvia,Lleida,3,C's
Tírvia,Lleida,2,PACMA
Tarroja de Segarra,Lleida,41,JUNTSxCAT
Tarroja de Segarra,Lleida,40,ERC-CatSí
Tarroja de Segarra,Lleida,21,CUP
Tarroja de Segarra,Lleida,12,C's
Tarroja de Segarra,Lleida,8,PP
Tarroja de Segarra,Lleida,3,PSC
Tarroja de Segarra,Lleida,3,CatComú-Podem
Tarrés,Lleida,39,JUNTSxCAT
Tarrés,Lleida,23,ERC-CatSí
Tarrés,Lleida,3,CUP
Tarrés,Lleida,3,C's
Tarrés,Lleida,2,PSC
Tarrés,Lleida,1,CatComú-Podem
Tàrrega,Lleida,2148,Abstención
Talavera,Lleida,20,Abstención
Talarn,Lleida,74,Abstención
Sunyer,Lleida,26,Abstención
Sudanell,Lleida,123,Abstención
Soses,Lleida,183,Abstención
Tàrrega,Lleida,29,Votos nulos
Tàrrega,Lleida,68,Votos en blanco
Tàrrega,Lleida,3251,JUNTSxCAT
Tàrrega,Lleida,2267,ERC-CatSí
Tàrrega,Lleida,1198,C's
Tàrrega,Lleida,649,PSC
Tàrrega,Lleida,508,CUP
Tàrrega,Lleida,337,CatComú-Podem
Tàrrega,Lleida,258,PP
Tàrrega,Lleida,36,PACMA
Tàrrega,Lleida,9,RECORTES CERO-GRUPO VERDE
Tàrrega,Lleida,4,PU M+J
Talavera,Lleida,2,Votos en blanco
Talavera,Lleida,87,JUNTSxCAT
Talavera,Lleida,45,ERC-CatSí
Talavera,Lleida,23,C's
Talavera,Lleida,12,CUP
Talavera,Lleida,11,PP
Talavera,Lleida,10,PSC
Talavera,Lleida,4,CatComú-Podem
Talarn,Lleida,1,Votos nulos
Talarn,Lleida,1,Votos en blanco
Talarn,Lleida,76,ERC-CatSí
Talarn,Lleida,67,C's
Talarn,Lleida,67,JUNTSxCAT
Talarn,Lleida,32,PSC
Talarn,Lleida,19,CUP
Talarn,Lleida,8,PP
Talarn,Lleida,7,CatComú-Podem
Talarn,Lleida,2,PACMA
Solsona,Lleida,1140,Abstención
Sunyer,Lleida,1,Votos en blanco
Sunyer,Lleida,101,JUNTSxCAT
Sunyer,Lleida,38,ERC-CatSí
Sunyer,Lleida,22,C's
Sunyer,Lleida,18,CUP
Sunyer,Lleida,12,PSC
Sunyer,Lleida,8,PP
Sunyer,Lleida,5,CatComú-Podem
Sudanell,Lleida,2,Votos nulos
Sudanell,Lleida,1,Votos en blanco
Sudanell,Lleida,195,JUNTSxCAT
Sudanell,Lleida,185,ERC-CatSí
Sudanell,Lleida,62,C's
Sudanell,Lleida,47,CUP
Sudanell,Lleida,27,PSC
Sudanell,Lleida,20,PP
Sudanell,Lleida,15,CatComú-Podem
Sudanell,Lleida,1,PU M+J
Sort,Lleida,266,Abstención
Soses,Lleida,8,Votos nulos
Soses,Lleida,3,Votos en blanco
Soses,Lleida,442,JUNTSxCAT
Soses,Lleida,233,ERC-CatSí
Soses,Lleida,94,C's
Soses,Lleida,79,PSC
Soses,Lleida,23,PP
Soses,Lleida,17,CatComú-Podem
Soses,Lleida,16,CUP
Soses,Lleida,2,PACMA
Soses,Lleida,1,PU M+J
Soriguera,Lleida,62,Abstención
"Soleràs, el",Lleida,41,Abstención
Sidamon,Lleida,79,Abstención
"Seu d'Urgell, la",Lleida,2131,Abstención
Solsona,Lleida,17,Votos nulos
Solsona,Lleida,32,Votos en blanco
Solsona,Lleida,1804,JUNTSxCAT
Solsona,Lleida,1644,ERC-CatSí
Solsona,Lleida,650,C's
Solsona,Lleida,342,CUP
Solsona,Lleida,342,PSC
Solsona,Lleida,169,CatComú-Podem
Solsona,Lleida,147,PP
Solsona,Lleida,17,PACMA
Solsona,Lleida,16,PU M+J
Solsona,Lleida,7,RECORTES CERO-GRUPO VERDE
Seròs,Lleida,202,Abstención
Sort,Lleida,11,Votos nulos
Sort,Lleida,13,Votos en blanco
Sort,Lleida,418,JUNTSxCAT
Sort,Lleida,386,ERC-CatSí
Sort,Lleida,135,CUP
Sort,Lleida,131,C's
Sort,Lleida,93,PSC
Sort,Lleida,37,PP
Sort,Lleida,37,CatComú-Podem
Sort,Lleida,5,PACMA
Sort,Lleida,3,PU M+J
Sort,Lleida,2,RECORTES CERO-GRUPO VERDE
Vallirana,Barcelona,2018,Abstención
Soriguera,Lleida,2,Votos nulos
Soriguera,Lleida,1,Votos en blanco
Soriguera,Lleida,76,ERC-CatSí
Soriguera,Lleida,69,CUP
Soriguera,Lleida,68,JUNTSxCAT
Soriguera,Lleida,16,PSC
Soriguera,Lleida,15,C's
Soriguera,Lleida,10,CatComú-Podem
Soriguera,Lleida,3,PP
Soriguera,Lleida,2,RECORTES CERO-GRUPO VERDE
Vallgorguina,Barcelona,303,Abstención
"Soleràs, el",Lleida,2,Votos en blanco
"Soleràs, el",Lleida,102,JUNTSxCAT
"Soleràs, el",Lleida,79,ERC-CatSí
"Soleràs, el",Lleida,11,C's
"Soleràs, el",Lleida,8,CUP
"Soleràs, el",Lleida,7,CatComú-Podem
"Soleràs, el",Lleida,4,PSC
"Soleràs, el",Lleida,1,PP
Sidamon,Lleida,3,Votos nulos
Sidamon,Lleida,2,Votos en blanco
Sidamon,Lleida,186,JUNTSxCAT
Sidamon,Lleida,108,ERC-CatSí
Sidamon,Lleida,67,C's
Sidamon,Lleida,42,PSC
Sidamon,Lleida,26,CUP
Sidamon,Lleida,21,PP
Sidamon,Lleida,20,CatComú-Podem
Sidamon,Lleida,2,PACMA
Sidamon,Lleida,1,PU M+J
Sidamon,Lleida,1,RECORTES CERO-GRUPO VERDE
Vallcebre,Barcelona,25,Abstención
"Seu d'Urgell, la",Lleida,25,Votos nulos
"Seu d'Urgell, la",Lleida,36,Votos en blanco
"Seu d'Urgell, la",Lleida,1867,JUNTSxCAT
"Seu d'Urgell, la",Lleida,1677,ERC-CatSí
"Seu d'Urgell, la",Lleida,1315,C's
"Seu d'Urgell, la",Lleida,784,PSC
"Seu d'Urgell, la",Lleida,362,CUP
"Seu d'Urgell, la",Lleida,301,PP
"Seu d'Urgell, la",Lleida,267,CatComú-Podem
"Seu d'Urgell, la",Lleida,41,PACMA
"Seu d'Urgell, la",Lleida,9,PU M+J
"Seu d'Urgell, la",Lleida,6,RECORTES CERO-GRUPO VERDE
Vallbona d'Anoia,Barcelona,156,Abstención
Seròs,Lleida,7,Votos nulos
Seròs,Lleida,4,Votos en blanco
Seròs,Lleida,362,JUNTSxCAT
Seròs,Lleida,341,ERC-CatSí
Seròs,Lleida,136,C's
Seròs,Lleida,58,PSC
Seròs,Lleida,32,PP
Seròs,Lleida,30,CUP
Seròs,Lleida,28,CatComú-Podem
Seròs,Lleida,5,PACMA
Seròs,Lleida,2,PU M+J
Vallirana,Barcelona,37,Votos nulos
Vallirana,Barcelona,44,Votos en blanco
Vallirana,Barcelona,2785,C's
Vallirana,Barcelona,1959,ERC-CatSí
Vallirana,Barcelona,1520,PSC
Vallirana,Barcelona,1273,JUNTSxCAT
Vallirana,Barcelona,693,CatComú-Podem
Vallirana,Barcelona,303,PP
Vallirana,Barcelona,246,CUP
Vallirana,Barcelona,103,PACMA
Vallirana,Barcelona,18,RECORTES CERO-GRUPO VERDE
Vallgorguina,Barcelona,5,Votos nulos
Vallgorguina,Barcelona,9,Votos en blanco
Vallgorguina,Barcelona,589,JUNTSxCAT
Vallgorguina,Barcelona,504,ERC-CatSí
Vallgorguina,Barcelona,240,C's
Vallgorguina,Barcelona,126,CUP
Vallgorguina,Barcelona,100,CatComú-Podem
Vallgorguina,Barcelona,96,PSC
Vallgorguina,Barcelona,29,PP
Vallgorguina,Barcelona,12,PACMA
Vallgorguina,Barcelona,2,RECORTES CERO-GRUPO VERDE
Vallcebre,Barcelona,104,JUNTSxCAT
Vallcebre,Barcelona,53,ERC-CatSí
Vallcebre,Barcelona,13,CUP
Vallcebre,Barcelona,11,PSC
Vallcebre,Barcelona,10,C's
Vallcebre,Barcelona,4,PP
Vallcebre,Barcelona,3,CatComú-Podem
Vallbona d'Anoia,Barcelona,14,Votos nulos
Vallbona d'Anoia,Barcelona,3,Votos en blanco
Vallbona d'Anoia,Barcelona,257,ERC-CatSí
Vallbona d'Anoia,Barcelona,204,JUNTSxCAT
Vallbona d'Anoia,Barcelona,141,C's
Vallbona d'Anoia,Barcelona,109,PSC
Vallbona d'Anoia,Barcelona,84,CUP
Vallbona d'Anoia,Barcelona,47,CatComú-Podem
Vallbona d'Anoia,Barcelona,31,PP
Vallbona d'Anoia,Barcelona,16,PACMA
Vallbona d'Anoia,Barcelona,1,RECORTES CERO-GRUPO VERDE
Torrelavit,Barcelona,129,Abstención
"Torre de Claramunt, la",Barcelona,508,Abstención
Torelló,Barcelona,1504,Abstención
Vacarisses,Barcelona,684,Abstención
Ullastrell,Barcelona,153,Abstención
Torrelavit,Barcelona,2,Votos nulos
Torrelavit,Barcelona,2,Votos en blanco
Torrelavit,Barcelona,420,JUNTSxCAT
Torrelavit,Barcelona,258,ERC-CatSí
Torrelavit,Barcelona,76,C's
Torrelavit,Barcelona,57,CUP
Torrelavit,Barcelona,49,CatComú-Podem
Torrelavit,Barcelona,39,PSC
Torrelavit,Barcelona,10,PP
Torrelavit,Barcelona,5,PACMA
Torrelavit,Barcelona,1,RECORTES CERO-GRUPO VERDE
Torrelles de Llobregat,Barcelona,613,Abstención
"Torre de Claramunt, la",Barcelona,6,Votos nulos
"Torre de Claramunt, la",Barcelona,17,Votos en blanco
"Torre de Claramunt, la",Barcelona,809,C's
"Torre de Claramunt, la",Barcelona,458,JUNTSxCAT
"Torre de Claramunt, la",Barcelona,453,ERC-CatSí
"Torre de Claramunt, la",Barcelona,319,PSC
"Torre de Claramunt, la",Barcelona,128,CatComú-Podem
"Torre de Claramunt, la",Barcelona,88,CUP
"Torre de Claramunt, la",Barcelona,78,PP
"Torre de Claramunt, la",Barcelona,24,PACMA
"Torre de Claramunt, la",Barcelona,4,RECORTES CERO-GRUPO VERDE
Torelló,Barcelona,28,Votos nulos
Torelló,Barcelona,41,Votos en blanco
Torelló,Barcelona,3680,JUNTSxCAT
Torelló,Barcelona,2168,ERC-CatSí
Torelló,Barcelona,1191,C's
Torelló,Barcelona,644,PSC
Torelló,Barcelona,552,CUP
Torelló,Barcelona,288,CatComú-Podem
Torelló,Barcelona,137,PP
Torelló,Barcelona,44,PACMA
Torelló,Barcelona,9,RECORTES CERO-GRUPO VERDE
Torrelles de Foix,Barcelona,400,Abstención
Tordera,Barcelona,2776,Abstención
Vacarisses,Barcelona,11,Votos nulos
Vacarisses,Barcelona,27,Votos en blanco
Vacarisses,Barcelona,1178,C's
Vacarisses,Barcelona,988,ERC-CatSí
Vacarisses,Barcelona,662,JUNTSxCAT
Vacarisses,Barcelona,462,PSC
Vacarisses,Barcelona,314,CatComú-Podem
Vacarisses,Barcelona,201,CUP
Vacarisses,Barcelona,94,PP
Vacarisses,Barcelona,67,PACMA
Vacarisses,Barcelona,13,RECORTES CERO-GRUPO VERDE
Ullastrell,Barcelona,3,Votos nulos
Ullastrell,Barcelona,6,Votos en blanco
Ullastrell,Barcelona,451,ERC-CatSí
Ullastrell,Barcelona,411,JUNTSxCAT
Ullastrell,Barcelona,202,C's
Ullastrell,Barcelona,100,PSC
Ullastrell,Barcelona,86,CUP
Ullastrell,Barcelona,64,CatComú-Podem
Ullastrell,Barcelona,17,PP
Ullastrell,Barcelona,16,PACMA
Torrelles de Llobregat,Barcelona,13,Votos nulos
Torrelles de Llobregat,Barcelona,16,Votos en blanco
Torrelles de Llobregat,Barcelona,1208,ERC-CatSí
Torrelles de Llobregat,Barcelona,776,JUNTSxCAT
Torrelles de Llobregat,Barcelona,710,C's
Torrelles de Llobregat,Barcelona,393,PSC
Torrelles de Llobregat,Barcelona,300,CatComú-Podem
Torrelles de Llobregat,Barcelona,253,CUP
Torrelles de Llobregat,Barcelona,53,PP
Torrelles de Llobregat,Barcelona,25,PACMA
Torrelles de Llobregat,Barcelona,5,RECORTES CERO-GRUPO VERDE
Torrelles de Foix,Barcelona,9,Votos nulos
Torrelles de Foix,Barcelona,6,Votos en blanco
Torrelles de Foix,Barcelona,304,JUNTSxCAT
Torrelles de Foix,Barcelona,298,ERC-CatSí
Torrelles de Foix,Barcelona,272,C's
Torrelles de Foix,Barcelona,174,PSC
Torrelles de Foix,Barcelona,80,CatComú-Podem
Torrelles de Foix,Barcelona,57,CUP
Torrelles de Foix,Barcelona,48,PP
Torrelles de Foix,Barcelona,12,PACMA
Torrelles de Foix,Barcelona,3,RECORTES CERO-GRUPO VERDE
Tordera,Barcelona,53,Votos nulos
Tordera,Barcelona,43,Votos en blanco
Tordera,Barcelona,2453,C's
Tordera,Barcelona,2326,JUNTSxCAT
Tordera,Barcelona,2016,ERC-CatSí
Tordera,Barcelona,1203,PSC
Tordera,Barcelona,612,CatComú-Podem
Tordera,Barcelona,315,CUP
Tordera,Barcelona,304,PP
Tordera,Barcelona,92,PACMA
Tordera,Barcelona,17,RECORTES CERO-GRUPO VERDE
Tona,Barcelona,911,Abstención
Tiana,Barcelona,761,Abstención
Terrassa,Barcelona,27622,Abstención
Tona,Barcelona,25,Votos nulos
Tona,Barcelona,26,Votos en blanco
Tona,Barcelona,2292,JUNTSxCAT
Tona,Barcelona,1232,ERC-CatSí
Tona,Barcelona,715,C's
Tona,Barcelona,311,PSC
Tona,Barcelona,273,CUP
Tona,Barcelona,150,CatComú-Podem
Tona,Barcelona,79,PP
Tona,Barcelona,35,PACMA
Tona,Barcelona,7,RECORTES CERO-GRUPO VERDE
Teià,Barcelona,578,Abstención
Tavertet,Barcelona,13,Abstención
Tavèrnoles,Barcelona,10,Abstención
Tiana,Barcelona,8,Votos nulos
Tiana,Barcelona,23,Votos en blanco
Tiana,Barcelona,1737,JUNTSxCAT
Tiana,Barcelona,1625,ERC-CatSí
Tiana,Barcelona,1001,C's
Tiana,Barcelona,585,PSC
Tiana,Barcelona,370,CatComú-Podem
Tiana,Barcelona,298,CUP
Tiana,Barcelona,182,PP
Tiana,Barcelona,32,PACMA
Tiana,Barcelona,5,RECORTES CERO-GRUPO VERDE
Terrassa,Barcelona,447,Votos nulos
Terrassa,Barcelona,636,Votos en blanco
Terrassa,Barcelona,37311,C's
Terrassa,Barcelona,25173,ERC-CatSí
Terrassa,Barcelona,20845,JUNTSxCAT
Terrassa,Barcelona,18693,PSC
Terrassa,Barcelona,11329,CatComú-Podem
Terrassa,Barcelona,4787,CUP
Terrassa,Barcelona,4691,PP
Terrassa,Barcelona,1445,PACMA
Terrassa,Barcelona,434,RECORTES CERO-GRUPO VERDE
Taradell,Barcelona,547,Abstención
Teià,Barcelona,10,Votos nulos
Teià,Barcelona,13,Votos en blanco
Teià,Barcelona,1429,JUNTSxCAT
Teià,Barcelona,1059,ERC-CatSí
Teià,Barcelona,748,C's
Teià,Barcelona,355,PSC
Teià,Barcelona,251,CatComú-Podem
Teià,Barcelona,238,CUP
Teià,Barcelona,88,PP
Teià,Barcelona,22,PACMA
Teià,Barcelona,11,RECORTES CERO-GRUPO VERDE
Tavertet,Barcelona,41,JUNTSxCAT
Tavertet,Barcelona,19,ERC-CatSí
Tavertet,Barcelona,15,CUP
Tavertet,Barcelona,7,C's
Tavertet,Barcelona,4,PSC
Tavertet,Barcelona,2,CatComú-Podem
Tagamanent,Barcelona,40,Abstención
